@relation ADA_Agnostic-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last

@attribute attr0 {0,1}
@attribute attr1 {20,30,40,50,61,71,81,91,101,111,121,131,141,151,161,172,182,192,202,212,222,232,242,252,262,272,283,293,303,313,323,333,343,353,363,373,383,394,404,414,424,434,444,454,464,474,484,494,505,515,525,535,545,555,565,575,585,595,605,626,636,646,656,666,686,706,727,737,757,777,807,848,858,868,908,969,999}
@attribute attr2 {0,1}
@attribute attr3 {0,1}
@attribute attr4 {0,1}
@attribute attr5 {0,1}
@attribute attr6 {0,1}
@attribute attr7 {0,1}
@attribute attr8 {0,1}
@attribute attr9 {0,1}
@attribute attr10 {0,1}
@attribute attr11 {0,1}
@attribute attr12 {0,1}
@attribute attr13 {0,1}
@attribute attr14 {14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,286,287,288,289,290,291,292,293,294,295,296,299,300,301,302,303,304,305,306,307,309,310,311,313,315,316,317,318,319,320,324,325,327,328,329,331,333,334,335,340,341,342,343,344,347,349,355,356,357,358,361,368,369,370,373,374,378,379,382,383,384,387,389,391,392,394,395,398,408,409,414,420,428,434,438,440,442,446,452,461,468,476,482,500,503,514,541,547,569,570,613,794}
@attribute attr15 {0,1}
@attribute attr16 {0,1}
@attribute attr17 {62,125,187,250,312,375,437,500,562,624,687,749,812,874,937,999}
@attribute attr18 {0,1}
@attribute attr19 {189,200,211,222,233,244,255,266,278,289,300,311,322,333,344,355,366,377,389,400,411,422,433,444,455,466,477,488,500,511,522,533,544,555,566,577,588,599,611,622,633,644,655,666,677,688,699,710,722,733,744,755,766,777,788,799,810,821,833,844,855,866,877,888,899,910,932,944,977,999}
@attribute attr20 {0,1}
@attribute attr21 {0,1}
@attribute attr22 {0,1}
@attribute attr23 {0,49,74,150,202,250,307,316,341,345,346,359,361,362,365,367,373,379,383,394,395,396,399,404,424,430,433,436,453,454,459,468,470,472,499,500,506,512,515,518,536,545,549,554,561,566,584,587,632,648,689,845}
@attribute attr24 {0,1}
@attribute attr25 {0,1}
@attribute attr26 {0,1}
@attribute attr27 {0,1}
@attribute attr28 {0,1}
@attribute attr29 {0,1,6,9,11,14,15,18,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,39,41,44,45,46,47,48,49,50,52,54,64,65,68,73,74,77,79,86,94,105,106,135,141,143,150,200,220,252,278,341,413,999}
@attribute attr30 {0,1}
@attribute attr31 {0,1}
@attribute attr32 {0,1}
@attribute attr33 {0,1}
@attribute attr34 {0,1}
@attribute attr35 {0,1}
@attribute attr36 {0,1}
@attribute attr37 {0,1}
@attribute attr38 {0,1}
@attribute attr39 {0}
@attribute attr40 {0,1}
@attribute attr41 {0,1}
@attribute attr42 {0,1}
@attribute attr43 {0,1}
@attribute attr44 {0,1}
@attribute attr45 {0,1}
@attribute attr46 {0,1}
@attribute attr47 {0,1}
@attribute label {-1,1}

@data
1,404,0,0,0,0,0,0,0,0,1,0,1,0,185,1,0,624,0,289,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
0,404,0,0,0,0,0,0,0,0,1,0,0,1,193,0,0,562,0,500,0,1,0,0,0,0,0,0,1,41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
0,404,1,0,0,0,0,0,0,1,1,0,0,0,84,0,0,562,0,366,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
0,303,1,0,0,0,0,0,0,0,0,0,0,0,56,0,0,562,0,444,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1
0,202,1,1,0,0,0,0,0,0,0,1,0,0,253,0,0,624,0,266,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
0,404,1,0,0,0,0,1,0,0,1,0,1,0,139,0,0,624,0,333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,505,0,0,0,0,0,0,0,0,1,0,0,0,38,0,0,937,1,455,1,0,0,0,0,0,0,0,0,999,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0,404,1,0,0,0,0,0,0,0,0,0,0,0,87,0,0,624,0,233,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-1
0,525,1,0,1,0,0,0,0,0,0,0,0,0,103,0,0,562,0,533,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,404,1,0,1,0,1,0,0,0,0,0,1,0,226,0,0,624,0,611,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,323,1,0,0,0,0,0,0,0,0,1,0,0,133,0,0,562,0,810,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
0,404,1,0,0,0,0,0,0,0,1,0,0,0,138,0,0,812,0,422,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,404,1,0,1,0,0,0,0,0,0,1,0,0,35,0,0,624,0,244,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
0,283,1,0,0,0,0,0,0,0,1,0,0,0,226,0,0,812,0,289,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-1
0,404,1,0,0,0,0,0,0,0,1,0,0,0,103,0,0,624,0,233,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
0,404,1,0,0,0,0,0,0,0,1,0,0,0,213,0,0,562,0,433,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
0,494,1,0,0,0,1,0,0,0,1,0,0,0,133,0,0,562,0,266,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,404,0,0,0,0,0,0,1,0,1,0,0,0,135,1,0,312,0,699,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
0,353,1,0,0,0,0,0,0,0,0,0,1,0,248,0,0,562,0,233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1
0,383,1,0,0,0,0,0,0,0,1,0,0,0,119,0,0,812,0,422,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1
0,303,0,1,0,0,0,0,0,0,0,0,0,0,97,1,0,624,0,444,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,303,1,0,0,0,0,0,0,0,0,0,1,0,129,0,0,812,0,255,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1
0,505,1,0,0,0,0,0,0,0,1,0,0,0,70,0,0,624,0,455,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,404,0,0,0,0,0,0,0,0,1,0,0,0,197,1,0,812,0,477,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,505,1,0,0,0,0,0,0,0,1,0,0,0,119,0,0,812,0,433,0,0,0,0,0,0,0,0,1,150,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,404,1,0,1,0,0,0,0,0,0,0,0,0,86,0,0,312,0,344,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,151,1,0,0,0,0,0,0,0,0,0,0,0,206,0,0,624,0,233,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,-1
0,505,1,0,0,0,0,0,0,0,0,0,0,0,93,0,0,812,0,255,0,0,0,365,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1
0,706,0,0,0,0,0,0,0,0,1,0,0,0,121,0,0,624,1,355,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1
0,373,1,0,1,0,0,0,0,0,0,0,0,0,129,0,0,562,0,244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
0,333,1,0,1,0,0,0,0,0,0,0,0,0,309,0,0,562,0,422,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
0,404,1,0,0,0,0,0,0,0,1,0,0,0,96,0,0,562,0,444,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
0,202,1,0,0,0,0,1,0,0,1,1,0,0,228,0,0,624,0,477,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,353,1,0,0,0,0,1,0,0,1,0,0,0,196,0,0,687,0,411,0,0,0,433,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,999,1,0,1,0,0,0,0,0,0,0,0,0,165,0,0,937,0,511,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
0,555,1,0,0,0,0,0,0,0,1,0,0,0,110,0,0,812,0,477,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,404,1,0,0,0,0,1,0,0,1,0,0,0,138,0,0,562,0,444,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,505,1,0,0,1,0,0,0,0,1,0,0,0,125,0,0,624,0,266,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,404,1,0,0,0,0,0,0,1,1,0,0,0,160,0,0,187,0,533,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1
0,454,1,0,1,0,0,0,0,0,0,0,1,0,85,0,0,874,0,644,0,0,0,454,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,404,1,0,0,0,0,0,0,0,1,0,0,0,70,0,0,437,0,622,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
0,605,1,0,1,0,0,0,0,0,0,0,0,0,49,0,0,687,0,500,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
1,454,1,0,0,0,0,0,0,0,1,0,0,0,240,0,0,812,0,500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,394,1,1,0,0,0,0,0,0,0,1,0,0,209,0,1,562,0,289,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,202,1,0,0,0,0,0,0,0,0,0,0,0,270,0,0,624,0,233,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1
0,908,1,0,0,0,0,0,0,0,1,0,0,0,129,0,0,999,0,366,0,0,0,453,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,505,1,0,0,0,0,1,0,0,1,0,1,0,72,0,0,562,0,477,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,404,1,0,0,0,0,0,1,0,1,0,0,0,179,0,0,749,0,355,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
0,656,1,0,0,0,0,0,0,0,1,0,0,0,127,0,0,624,0,644,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,404,1,0,1,0,0,0,0,0,0,0,0,0,122,0,0,687,0,311,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
0,404,0,0,0,0,0,0,0,0,1,0,0,0,117,0,0,250,1,455,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1
0,383,1,0,1,0,0,0,0,0,0,0,0,0,74,0,0,562,0,655,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,505,1,0,0,0,0,0,0,0,1,0,0,0,141,0,0,624,0,444,0,0,0,436,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,404,1,0,0,0,0,0,0,0,1,0,0,0,282,0,0,624,0,722,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1
0,404,0,0,0,0,0,1,0,0,1,0,0,0,48,0,0,812,1,422,1,0,0,0,0,1,0,0,0,73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,505,1,1,0,0,0,0,0,0,0,1,0,0,86,0,0,624,0,577,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,454,1,0,0,0,0,0,0,0,1,0,0,0,194,0,0,624,0,644,0,0,0,0,0,1,0,0,1,77,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,353,1,0,1,0,0,0,0,0,0,1,0,0,114,0,0,562,0,644,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,404,1,0,0,0,1,0,0,0,0,0,0,0,31,0,0,687,0,344,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1
0,404,1,0,0,0,0,0,0,0,1,0,0,0,152,0,0,562,0,599,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
0,303,1,0,1,0,0,0,0,0,0,0,0,0,112,0,0,812,0,744,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1
0,404,1,0,0,0,0,0,0,0,0,0,0,0,82,0,0,375,0,355,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-1
0,605,1,0,1,0,1,0,0,0,0,0,0,0,229,0,0,749,0,422,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
0,505,1,0,1,0,0,0,1,0,0,0,0,0,176,0,0,562,0,278,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1
0,404,1,0,1,0,0,0,0,0,0,0,0,0,71,0,0,624,0,544,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,404,0,0,0,0,0,0,0,0,1,0,0,0,128,0,0,562,1,322,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-1
0,404,1,0,0,0,0,0,0,0,1,0,0,0,122,0,0,937,0,710,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,505,1,0,0,0,0,0,0,0,1,0,0,0,119,0,0,562,0,511,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,-1
0,353,1,0,1,1,0,0,0,0,0,0,0,0,148,0,0,937,0,344,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,404,1,1,0,1,0,0,0,0,0,0,0,0,73,0,0,562,0,655,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
1,404,1,0,0,0,0,0,0,0,1,0,0,0,96,0,0,874,0,422,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,353,0,1,0,0,0,0,0,0,0,0,1,0,105,1,0,562,0,466,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1
0,404,1,0,1,0,0,0,0,0,0,0,0,0,139,0,0,874,0,377,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,454,1,0,0,0,0,0,0,0,1,0,0,0,73,0,0,624,0,633,0,0,0,383,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
0,252,1,1,0,0,0,0,0,0,0,0,1,0,259,0,0,562,0,289,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,807,0,0,1,0,0,0,0,0,0,0,0,0,189,1,0,562,0,377,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
0,454,1,0,0,0,0,0,0,0,1,0,0,0,41,0,0,562,0,311,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
0,404,0,0,1,0,0,0,0,0,0,0,0,0,242,0,0,812,1,333,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1
0,505,1,0,1,0,0,0,0,0,0,0,0,0,25,0,0,812,0,255,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
0,252,1,0,0,0,0,0,1,0,1,0,0,0,107,0,0,562,0,666,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
