@relation 'pima-indians-diabetes-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.supervised.attribute.NominalToBinary-N_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M8'

@attribute '0.452Body mass index+0.44 Triceps skin fold thickness+0.4352-Hour serum insulin+0.393Plasma glucose concentration+0.36 Diastolic blood pressure...' numeric
@attribute '0.621Age+0.594Number of times pregnant-0.332Triceps skin fold thickness-0.2512-Hour serum insulin+0.184Diastolic blood pressure...' numeric
@attribute '-0.535Diastolic blood pressure+0.468Plasma glucose concentration+0.433Diabetes pedigree function-0.362Body mass index+0.3372-Hour serum insulin...' numeric
@attribute '-0.834Diabetes pedigree function+0.404Plasma glucose concentration+0.35 2-Hour serum insulin-0.081Number of times pregnant-0.071Age...' numeric
@attribute '-0.488Triceps skin fold thickness-0.476Number of times pregnant+0.466Plasma glucose concentration-0.3472-Hour serum insulin+0.328Diastolic blood pressure...' numeric
@attribute '-0.685Body mass index+0.634Diastolic blood pressure+0.2712-Hour serum insulin-0.194Number of times pregnant-0.094Plasma glucose concentration...' numeric
@attribute '-0.712Age+0.589Number of times pregnant-0.282Triceps skin fold thickness+0.192Diastolic blood pressure+0.1322-Hour serum insulin...' numeric
@attribute '-0.566Triceps skin fold thickness+0.5492-Hour serum insulin-0.45Plasma glucose concentration+0.342Body mass index+0.212Age...' numeric
@attribute 'Class (1=Positive for diabetes)' {0,1}

@data
0.396476,0.509482,0.448088,0.476149,0.647679,0.594677,0.710872,0.575892,0
0.368188,0.464839,0.380953,0.538968,0.619608,0.554923,0.752344,0.597588,0
0.447908,0.412647,0.33066,0.556672,0.591982,0.724136,0.739262,0.571748,0
0.376724,0.617075,0.274893,0.602955,0.555254,0.615223,0.750166,0.616222,1
0.536802,0.415018,0.406095,0.587608,0.461149,0.548683,0.793413,0.52952,1
0.281071,0.16612,0.587598,0.434176,0.267475,0.342545,0.528458,0.498413,0
0.503241,0.100997,0.248892,0.434374,0.415795,0.450729,0.584357,0.548457,0
0.385181,0.32012,0.299918,0.534611,0.367592,0.611486,0.542592,0.589389,0
0.65647,0.504566,0.494721,0.587709,0.410802,0.562332,0.740322,0.3232,1
0.377235,0.63412,0.293053,0.507257,0.500144,0.609303,0.675888,0.67182,0
0.783146,0.148615,0,0.622481,0.791821,0.400041,0.636979,0.650668,1
0.505678,0.68169,0.29309,0.649563,0.753782,0.437373,0.606361,0.656839,0
0.508776,0.558967,0.405953,0.394276,0.765091,0.546022,0.761142,0.621887,1
0.302701,0.588433,0.279063,0.619982,0.459872,0.692118,0.776523,0.586949,0
0.464327,0.193147,0.425631,0.517132,0.63475,0.571623,0.660222,0.573264,0
0.257975,0.173251,0.115568,0.43567,0.262802,0.694949,0.643404,0.707781,0
0.274146,0.457221,0.328275,0.54956,0.426431,0.585529,0.770109,0.630983,0
0.394298,0.619045,0.406242,0.65404,0.670799,0.62084,0.633994,0.533145,0
0.608908,0.609345,0.504914,0.555372,0.638,0.476666,0.668309,0.312415,1
0.77932,0.607203,0.672921,0.752603,0.160316,0.688685,0.544517,0.661626,1
0.628027,0.271352,0.390989,0.299545,0.633708,0.74642,0.586014,0.414248,1
0.531733,0.437527,0.363853,0.50147,0.227571,0.649546,0.780015,0.43195,1
0.557122,0.340669,0.359009,0.667443,0.417901,0.638657,0.78056,0.445716,1
0.272621,0.402345,0.390244,0.664873,0.570335,0.634485,0.780565,0.516419,0
0.567994,0.540112,0.327187,0.587801,0.199755,0.542373,0.670642,0.412617,0
0.430574,0.659438,0.468524,0.632924,0.647818,0.5308,0.784138,0.486187,1
0.440883,0.628402,0.559889,0.521732,0.397684,0,0.765683,0.665498,1
0.341208,0.617392,0.332985,0.588365,0.193131,0.564297,0.612077,0.506295,0
0.668144,0.341698,0.351065,0.693372,0.463538,0.578862,0.747041,0.471505,1
0.264307,0.328522,0.391665,0.646873,0.608519,0.617325,0.706201,0.550746,0
0.362874,0.32355,0.463359,0.499336,0.490146,0.664454,0.748761,0.499128,1
0.553243,0.223132,0.392086,0.423658,0.34671,0.554315,0.678339,0.447002,1
0.550789,0.309184,0.489808,0.821161,0.334269,0.609227,0.715401,0.592338,1
0.435369,0.23325,0.374827,0.423691,0.725239,0.660731,0.703115,0.501497,0
0.440895,0.417575,0.292489,0.656397,0.868652,0.534214,0.698407,0.605334,0
0.410268,0.302912,0.415335,0.441466,0.599598,0.654294,0.526635,0.494987,0
0.329889,0.356957,0.360151,0.625256,0.452064,0.721302,0.644074,0.496018,0
0.584948,0.567847,0.320018,0.605253,0.244885,0.562667,0.452057,0.675691,0
0.404089,0.413081,0.343425,0.555828,0.399101,0.655967,0.715158,0.382192,0
0.751125,0.69068,0.561277,0.69184,0.445442,0.569198,0.583037,0.553397,1
0.538038,0.797217,0.277519,0.685587,0.835338,0.620265,0.596251,0.584268,1
0.417996,0.185385,0.301994,0.615199,0.455198,0.574473,0.653726,0.546818,0
0.606239,0.632116,0.361248,0.657272,0.602968,0.538427,0.658243,0.304193,1
0.331893,0.286345,0.300365,0.558645,0.411524,0.592843,0.620363,0.512183,0
0.608491,0.174511,0.202967,0.612627,0.64595,0.519769,0.543705,0.309008,0
0.622591,0.825461,0.309482,0.693489,0.581206,0.601377,0.449332,0.36906,0
0.5435,0.183087,0.368428,0.649746,0.653248,0.483996,0.630768,0.565079,1
0.564809,0.531221,0.289542,0.639337,0.23783,0.604397,0.791803,0.555798,1
0.732263,0.544369,0.45703,0.569471,0.200815,0.478189,0.886458,0.539001,1
0.530437,0.260382,0.344858,0.559181,0.293918,0.523497,0.718485,0.48161,1
0.507735,0.425304,0.400519,0.595229,0.349489,0.598537,0.715719,0.476209,0
0.459023,0.397064,0.408059,0.244667,0.447522,0.646796,0.717011,0.520124,1
0.407959,0.596369,0.325828,0.592117,0.59839,0.478863,0.639924,0.658586,1
0.706906,0.029851,0.721417,0.648685,0.521701,0.661927,0.763022,0.662141,1
0.537699,0.780021,0.472183,0.478178,0.842743,0.679525,0.327819,0.608042,1
0.233062,0.553643,0.625011,0.652326,0.273284,0.322397,0.616457,0.533593,0
0.604243,0.655921,0.544585,0.555849,0.241691,0.603292,0.413506,0.540234,0
0.370091,0.282307,0.433459,0.496099,0.519668,0.693613,0.645201,0.532713,0
0.407457,0.234629,0.179678,0.632553,0.501356,0.598499,0.645123,0.538809,0
0.355948,0.342414,0.263614,0.619565,0.745801,0.577159,0.656965,0.654521,0
0.530053,0.270404,0.449047,0.560684,0.577609,0.42676,0.651949,0.308532,1
1,0.055369,1,0.352241,0.370991,0.7676,0.898454,0.78285,0
0.517056,0.210849,0.167235,0.683255,0.64503,0.491741,0.601844,0.548856,0
0.504914,0.428964,0.324029,0.522276,0.874746,0.495551,0.904928,0.592052,1
0.733607,0.439367,0.335394,0.74759,0.287033,0.537654,0.611301,0.743999,1
0.386152,0.226058,0.294662,0.474842,0.470896,0.729383,0.670464,0.511901,0
0.3958,0.476516,0.365695,0.579583,0.67376,0.521871,0.759432,0.592217,0
0.379787,0.263802,0.252323,0.555802,0.345381,0.611784,0.682255,0.530375,0
0.505374,0.47731,0.403467,0.624691,0.889357,0.426586,0.832441,0.536658,1
0.674177,0.6726,0.49104,0.64824,0.55447,0.60477,0.635396,0.54405,1
0.613439,0.270428,0.336406,0.570455,0.943255,0.526203,0.687045,0.393237,1
0.557134,0.616627,0.44319,0.480916,0.583249,0.596755,0.886847,0.347168,1
0.298397,0.366277,0.43108,0.515469,0.672033,0.780808,0.650578,0.538919,0
0.345993,0.235217,0.273897,0.608955,0.477812,0.591661,0.634384,0.484343,0
0.459056,0.257125,0.288792,0.543596,0.357485,0.586004,0.74481,0.518655,0
0.327617,0.401539,0.494694,0.626192,0.657926,0.566251,0.779343,0.479406,1
0.519752,0.363908,0.642944,0.344125,0.328256,0.60368,0.747729,0.557646,1
0.598161,0.266408,0.359622,0.703972,0.517981,0.578718,0.637605,0.524834,0
0.617185,0.778178,0.567493,0.379658,0.66943,0.621506,0.734667,0.379349,1
0.405188,0.762773,0.371924,0.598924,0.455777,0.519886,0.812,0.567729,0
0.873267,0,0.457988,0.885239,0.506159,0.635176,0.807216,0.933388,0
0.644257,0.420437,0.428456,0.744116,0.107156,0.604364,0.846043,0.689794,0
0.397841,0.320646,0.23235,0.647993,0.634112,0.665557,0.676263,0.481677,0
0.366848,0.697582,0.418976,0.54218,0.392389,0.470778,0.735421,0.608889,0
0.375763,0.454486,0.344828,0.63397,0.752778,0.673951,0.736726,0.537557,0
0.353112,0.332802,0.294114,0.60628,0.495989,0.724941,0.709149,0.552844,0
0.40855,0.199655,0.209674,0.576479,0.493782,0.546774,0.539443,0.511996,0
0.511421,0.664121,0.549352,0.430961,0.124983,0.631188,0.886325,0.755876,1
0.448558,0.188052,0.325521,0.524684,0.526575,0.545378,0.626136,0.408538,1
0.446298,0.299542,0.370451,0.50869,0.379856,0.540265,0.555611,0.38165,0
0.373385,0.336862,0.294999,0.671532,0.52294,0.596248,0.638806,0.448369,0
0.569818,0.20364,0.755373,0.778169,0.554961,0.660725,0.741278,0.567083,0
0.692232,0.702003,0.580646,0.334929,0.366683,0.59284,0.749788,0.495594,1
0.532786,0.469423,0.523165,0.769803,0.69015,0.585176,0.660474,0.449917,0
0.29534,0.333243,0.721397,0.526504,0.530351,0.304843,0.638486,0.514182,1
0.443287,0.300392,0.298389,0.462062,0.421663,0.575439,0.710524,0.446266,0
0.498079,0.737836,0.343848,0.644139,0.617376,0.605367,0.290369,0.550195,0
0.367459,0.534969,0.382744,0.635264,0.615882,0.526308,0.666155,0.5856,1
0.508927,0.493454,0.405422,0.349878,0.456107,0.608535,0.612396,0.625668,0
0.324535,0.206127,0.707799,0.471737,0.65825,0.263075,0.572969,0.57294,1
0.567346,0.185327,0.395964,0.356845,0.573465,0.480456,0.640021,0.385901,0
0.243128,0.293384,0.385041,0.681569,0.605047,0.588251,0.654563,0.566733,0
0.246611,0.353677,0.661325,0.706122,0.518019,0.321162,0.565815,0.493191,1
0.643822,0.542089,0.261375,0.255417,0.393055,0.468419,0.803994,0.504866,1
0.379207,0.24101,0.329195,0.67729,0.382883,0.627974,0.649,0.413556,0
0.352557,0.589223,0.386261,0.625772,0.629829,0.703319,0.597155,0.549172,0
0.46752,0.115105,0.172052,0.50384,0.328552,0.632388,0.589629,0.448052,0
0.433424,0.923586,0.324957,0.554389,0.33395,0.48277,0.784597,0.635719,0
0.563423,0.149338,0.25552,0.463315,0.393866,0.513155,0.586714,0.43785,0
0.383196,0.478288,0.350762,0.579105,0.319706,0.561621,0.745096,0.424757,1
0.410467,0.185602,0.394244,0.593804,0.486172,0.653803,0.62287,0.548109,0
0.416977,0.743304,0.466864,0.436312,0.555241,0.67623,0.480327,0.615878,0
0.459314,0.200823,0.573321,0.527518,0.435122,0.720241,0.800998,0.697832,0
0.421628,0.376842,0.377325,0.647246,0.872374,0.516031,0.647056,0.578468,1
0.563839,0.617529,0.324739,0.636395,0.299768,0.532968,0.789538,0.516444,0
0.533894,0.577814,0.343722,0.674648,0.470162,0.651915,0.783867,0.58999,0
0.467791,0.79729,0.376645,0.690207,0.6839,0.610368,0.6826,0.512823,1
0.376745,0.644697,0.341905,0.591184,0.627821,0.684427,0.423786,0.643386,1
0.551188,0.638099,0.479993,0.544826,0.341629,0.674185,0.563943,0.506507,0
0.809863,0.242916,0.506189,0.742198,0.245106,0.697025,0.762128,0.712945,0
0.675572,0.164144,0.31423,0.508608,0.542496,0.579225,0.635731,0.636096,1
0.322261,0.368929,0.41586,0.587855,0.346165,0.649394,0.699199,0.489118,0
0.527847,0.368568,0.249132,0.606445,0.313364,0.540602,0.61154,0.457793,0
0.454427,0.171574,0.168794,0.511869,0.558792,0.638354,0.652685,0.57279,0
0.48603,0.157489,0.37898,0.474634,0.543257,0.544404,0.585985,0.537954,1
0.679534,0.204977,0.429929,0.375933,0.559499,0.563827,0.651494,0.586232,1
0.577433,0.083031,0.434233,0.59607,0.387031,0.457159,0.583645,0.514834,1
0.371202,0.709359,0.581232,0.689783,0.678109,0.614931,0.158665,0.540327,0
0.569474,0.377022,0.469137,0.564238,0.454316,0.508759,0.773819,0.440913,0
0.599967,0.209935,0.494566,0.77581,0.321571,0.716444,0.644209,0.560936,1
0.541231,0.179328,0.3853,0.633938,0.541346,0.728661,0.665162,0.564048,0
0.586907,0.746367,0.314265,0.55326,0.098421,0.540835,0.867955,0.642174,1
