@relation 'unbalanced_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute '-0.271WBN_LP_H_1.00-0.265WBN_LP_H_0.75+0.262WBN_EN_L_1.00+0.25 WBN_GC_L_1.00+0.25 WBN_EN_L_0.75...' numeric
@attribute -0.351WBN_LP_L_0.25-0.317WBN_LP_L_0.50+0.278PSA-0.257WBN_LP_L_0.75-0.246BBB... numeric
@attribute 0.377WBN_GC_H_0.25+0.343WBN_GC_H_0.50+0.324NumHBA-0.303WBN_GC_L_0.25-0.276WBN_GC_L_0.50... numeric
@attribute -0.396WBN_EN_H_0.25-0.328WBN_GC_H_0.50-0.327WBN_EN_H_0.50-0.325WBN_GC_H_0.25+0.306NumRot... numeric
@attribute -0.41WBN_LP_H_0.25-0.349WBN_GC_L_0.75-0.347WBN_GC_L_0.50-0.313WBN_GC_L_0.25-0.252WBN_LP_H_0.50... numeric
@attribute 0.398XLogP+0.352BadGroup-0.309NumHBD+0.284WBN_LP_H_0.25+0.271WBN_EN_H_0.25... numeric
@attribute 0.594BadGroup-0.451NumRot-0.263WBN_EN_H_0.25-0.246XLogP-0.24NumHBD... numeric
@attribute 0.389NumHBD-0.362WBN_EN_L_0.25+0.359WBN_EN_H_0.25-0.271WBN_EN_L_0.50-0.213PSA... numeric
@attribute -0.446XLogP+0.412WBN_LP_H_0.25-0.363MW-0.249WBN_GC_L_0.50-0.234WBN_GC_L_0.25... numeric
@attribute '0.629NumHBD-0.406NumHBA+0.348BadGroup+0.3  XLogP-0.247WBN_GC_L_0.75...' numeric
@attribute '-0.706BBB-0.406NumRot+0.25 WBN_EN_H_0.25-0.172NumHBD-0.167NumHBA...' numeric
@attribute '0.49 NumRot+0.43 BadGroup-0.403XLogP+0.306WBN_LP_L_0.25+0.207WBN_EN_H_0.25...' numeric
@attribute Outcome {Active,Inactive}

@data
2.394083,-1.438923,-2.258624,-0.91175,-3.447295,1.444507,0.305001,0.26145,0.460044,-0.880944,-0.781053,0.033558,Inactive
1.988828,-0.950927,-1.896345,-1.980892,-3.408672,2.376556,-0.623568,1.058678,0.650707,-1.234142,-0.255168,0.720576,Inactive
2.364665,-1.405011,-2.203222,-0.871459,-3.529249,1.572537,0.222186,0.154665,0.339008,-0.889863,-0.777567,-0.075268,Inactive
1.887384,-1.410345,-1.871107,-0.280807,-4.049609,2.16364,-0.646402,-0.075881,-0.377335,-0.829812,-1.056261,-0.086124,Inactive
0.10723,4.028242,0.06538,2.121974,0.966852,0.228164,-0.584723,1.333798,1.341309,-0.258881,-0.216258,0.049871,Inactive
-0.030659,3.453139,-2.834656,0.232752,-0.761898,0.393854,-0.68178,0.891015,-0.96248,0.73377,0.203429,-0.774896,Inactive
0.56602,4.78618,-1.550052,0.619895,-0.849899,-1.00729,-0.944526,1.434659,0.16898,0.540267,-0.684376,0.416899,Inactive
0.111849,4.842625,-0.851847,1.380615,-1.430699,-0.242794,-1.52446,1.221637,-0.122381,0.315992,-0.915218,0.063562,Inactive
0.008348,4.550368,-1.492492,0.881658,-1.495234,-0.526414,-1.186897,1.259105,-0.113941,0.564991,-0.612814,-0.032054,Inactive
0.015701,4.534006,-1.555652,0.767076,-1.512166,-0.472575,-1.034863,1.181477,-0.068045,0.586203,-0.510767,-0.239144,Inactive
0.470638,3.692431,-2.926031,0.097198,-0.380218,0.23247,-0.555435,0.967218,-0.720563,0.734947,0.161769,-0.529096,Inactive
-0.277242,3.185004,-0.67763,2.268906,0.678826,1.567821,-1.513913,1.128226,0.207997,0.837701,-0.112512,-0.668539,Inactive
-0.471087,3.180971,-2.722083,0.843449,-0.642121,0.7968,-0.34786,0.761382,-0.948521,-0.484067,0.496094,-0.612361,Inactive
0.220582,3.64139,-2.886544,0.276993,-0.395309,-0.284225,-0.536442,1.237465,-0.223373,0.536191,-0.092312,0.256789,Inactive
0.065728,3.920545,-2.380169,0.754846,-0.842699,0.052378,-0.85746,1.118929,-0.549751,0.135136,-0.234194,0.078369,Inactive
-1.307681,3.227592,-2.347271,1.319761,-1.675689,0.501423,-1.692577,0.943414,-1.778094,0.866173,0.089459,-0.420808,Inactive
-1.221348,3.383547,-2.256013,1.430819,-1.593913,0.305063,-1.809563,0.992165,-1.469116,0.777231,-0.219019,0.159315,Inactive
-0.347557,3.450849,-0.144415,1.943399,0.808479,0.731784,-0.868806,1.129704,0.911335,0.272437,-0.208039,-0.384573,Inactive
0.371993,3.760215,0.29896,2.157927,1.515634,1.238175,-1.043725,1.060791,0.286269,-0.919845,-0.25852,0.182185,Inactive
-0.491623,4.742306,-0.412209,1.634159,-0.640329,-0.205109,-0.538344,0.370394,0.12315,-1.673621,-0.382813,0.838457,Inactive
2.658453,-0.20247,1.750082,-1.347854,0.760084,-1.709156,0.864202,-0.256399,0.347138,-1.316882,-0.053243,-1.195538,Inactive
-1.700174,2.349124,0.649219,1.797986,-1.039957,3.787549,1.679124,0.212765,0.558454,-0.248263,-0.56991,0.124134,Inactive
-1.667874,2.164667,0.455906,1.560548,-1.644284,4.53779,2.34038,0.231945,-0.575939,0.441194,-0.457367,0.438424,Inactive
-0.796705,3.096143,0.133916,1.502156,0.234311,1.716926,-0.006519,0.609373,-0.298086,0.126858,-0.237821,0.223887,Inactive
-2.30855,2.071103,1.224783,-1.267321,0.541236,3.75264,0.104646,0.558632,-1.772829,0.278162,0.238964,0.705649,Inactive
-0.704002,3.678231,-0.534228,-1.42195,0.239977,-1.570941,0.987345,-0.02415,0.181545,-0.84537,0.068511,-0.125596,Inactive
-2.590549,2.706687,1.02545,3.905235,1.092575,3.103595,0.583072,0.900497,3.153256,1.801285,-0.347897,-0.59979,Inactive
-1.797703,2.330345,-0.068755,3.850534,2.398081,3.324744,0.793588,1.334725,1.048389,3.172769,0.581154,0.323022,Inactive
-1.747005,2.136927,-0.658278,0.152007,0.724151,3.088465,-0.32836,0.922775,-0.959897,-0.175449,0.85358,0.330538,Inactive
-1.271025,2.268695,-0.111193,1.190999,-0.809693,3.379268,1.99567,0.394915,0.645694,-0.04425,-0.494659,0.438423,Inactive
-2.979178,2.314915,1.899515,-0.917738,0.246596,2.649807,-0.577282,0.831423,-0.769222,-0.144947,0.387294,-0.671781,Inactive
-0.349661,1.766278,3.054266,-2.170511,1.962597,0.359328,-0.901504,0.7859,0.644779,-1.347185,0.168193,0.086256,Inactive
-2.398313,2.809914,2.495499,2.711919,-0.953293,-0.37559,-1.972275,-1.342819,0.63683,0.094181,-0.866787,0.397584,Inactive
-1.586479,3.085459,1.03294,0.505109,-0.686429,-2.286285,-0.915182,-1.405639,1.115414,0.248578,-1.128415,1.725786,Inactive
-2.864192,5.53894,1.92911,0.867839,-2.017651,-2.437003,-1.080255,-0.628684,1.037675,0.263978,-1.258993,0.798343,Inactive
-2.251123,3.196835,2.80944,3.105705,-0.923819,-0.74262,-2.285151,-1.220262,1.055879,-0.280348,-1.436933,1.528663,Inactive
-2.451284,2.210077,1.772689,2.299335,-0.614782,-0.342878,-1.905384,-1.211246,0.464965,0.624304,-0.64658,0.361138,Inactive
-2.081861,2.030136,1.896443,1.722265,-0.040545,-0.046974,-0.257752,-1.4219,0.47787,0.391361,-0.614544,1.526029,Inactive
-2.079806,2.724131,2.06101,2.296325,-0.400861,-0.894065,-1.527182,-1.169543,1.127463,0.157247,-0.77429,0.824091,Inactive
-2.363268,2.367084,1.852042,2.364085,-0.565381,-0.347883,-2.017535,-1.304216,0.540471,0.59204,-0.81928,0.599943,Inactive
-2.212126,1.777504,1.364074,1.441809,-0.311276,-0.009925,-0.394392,-1.401931,-0.003654,0.631591,-0.592739,1.51607,Inactive
-3.465186,1.042636,1.128157,2.651041,-0.265324,-0.591542,-0.897904,-0.22997,0.176272,-0.676297,-0.210734,0.549092,Inactive
-3.669562,2.339447,3.217491,2.39929,-1.537815,-1.768659,-1.317299,-0.265686,0.405153,-0.995799,-1.297312,0.782978,Inactive
-3.78866,1.895915,3.263038,2.62951,-1.093638,-1.308376,-1.543357,-0.211155,0.279223,-0.616026,-1.130872,0.517333,Inactive
-3.900971,1.459821,2.881115,2.415486,-1.004747,-0.937608,-1.69719,-0.266127,-0.275522,-0.117045,-0.917637,0.048081,Inactive
-3.685244,0.871627,0.990044,2.659312,-0.242635,-0.587567,-1.448261,-0.198977,0.108641,0.983344,0.01597,0.088458,Inactive
-3.432245,0.934205,0.910057,2.49594,0.057734,-0.97753,-1.185896,-0.031135,0.515955,0.924574,-0.041265,0.443784,Inactive
-3.696057,0.83997,0.988715,2.659137,-0.246741,-0.514681,-1.505424,-0.211296,-0.005138,1.043732,0.025562,0.008626,Inactive
-3.517188,0.850011,0.891677,2.485623,-0.044042,-0.784841,-1.196727,-0.087647,0.241734,0.976952,0.129349,0.06785,Inactive
-2.994308,1.656914,0.112286,1.622153,-1.36692,-1.706356,-0.992185,-0.088361,-0.175529,0.139955,-0.40517,0.791021,Inactive
-3.405934,1.285459,1.273312,2.699537,-0.134468,-1.154839,-1.042541,-0.032825,0.797904,0.478061,-0.084064,0.536793,Inactive
-3.253295,1.387476,-0.302551,1.516681,-1.71382,-1.192571,-1.578724,-0.342809,-1.105807,0.652082,-0.488879,0.544797,Inactive
-3.424786,1.297689,-0.357872,1.433796,-1.858482,-1.044843,-1.429852,-0.437465,-1.303167,0.630785,-0.180218,0.031992,Inactive
-3.259578,1.312718,-0.410546,1.348163,-1.685626,-1.231462,-1.303331,-0.331627,-1.126487,0.628662,-0.208645,0.198134,Inactive
-3.185707,1.796075,0.381765,2.041144,-1.677521,-1.385033,-1.603401,-0.251571,-0.456585,0.114094,-0.777737,1.083781,Inactive
-3.792826,0.80196,1.016479,2.784868,-0.10497,-0.116307,-1.006331,-0.577541,-0.116011,-0.136492,0.261772,0.001903,Inactive
-3.656009,0.962399,1.074768,2.757585,-0.237373,-0.631163,-1.555633,-0.193826,0.165949,0.919274,-0.126105,0.32768,Inactive
-3.326134,1.087943,-0.687019,1.256781,-1.308621,-0.955638,-0.783942,-0.695081,-1.185295,-0.249925,0.071476,0.371967,Inactive
1.862393,-2.395137,0.682805,-1.1645,-1.729756,1.182867,1.309298,-0.561876,1.388639,-1.007131,1.08039,-0.227171,Inactive
-1.127135,-2.987906,-1.253165,1.040316,0.803784,-0.728636,-0.234825,0.422836,0.023454,-0.017326,-0.540241,-0.257044,Inactive
-0.749823,3.442475,0.28628,1.952464,0.583598,0.411277,-0.715763,1.255445,0.717641,-0.03625,-0.072393,-0.633803,Inactive
-0.409308,4.089167,-1.571155,0.633988,-1.009239,-0.504406,-0.614378,0.987791,-0.258115,-0.268926,-0.377318,0.165698,Inactive
-0.700868,3.501902,0.274257,2.009045,0.659829,0.331052,-0.659532,1.303248,0.862694,-0.099772,-0.058841,-0.508188,Inactive
-0.1523,4.050065,-1.717912,0.35513,-0.655571,-0.720561,-0.303217,1.133071,-0.326362,-0.22419,-0.097133,-0.055523,Inactive
-0.456601,3.951249,-1.627917,0.388903,-0.953245,-0.515904,-0.384465,0.953173,-0.399453,-0.211178,-0.116914,-0.268656,Inactive
-0.017713,-2.512278,-3.879393,0.696483,-1.171741,-1.04054,-0.989257,0.226715,-1.155745,0.428168,-0.207242,0.838031,Inactive
0.273178,-0.80336,-2.585483,1.185265,-1.443746,-2.23023,0.068176,0.189972,-0.017297,-0.238846,1.35461,1.166029,Inactive
0.281793,-1.538728,-3.022515,1.244768,-1.397992,-1.653512,-0.625766,0.096742,-0.679669,0.173888,1.148731,1.379587,Inactive
-0.340795,-2.526647,-1.783789,2.376728,0.901897,-0.865164,-0.549182,0.234593,0.743855,1.234852,1.735372,0.932185,Inactive
0.31771,-1.287169,-2.356605,1.735473,-1.301466,-1.699576,-0.583605,0.206892,-0.119343,-0.248176,1.026431,1.588595,Inactive
0.104868,-2.735005,-4.326758,0.787421,-0.661884,-0.717184,-0.462954,0.028838,-1.163596,-0.407633,0.164563,1.064938,Inactive
-0.379165,-2.526653,-1.468411,2.194832,-0.120707,-0.435374,-0.826563,0.134732,-0.15019,0.769888,1.626054,0.101345,Inactive
-0.8816,-1.987191,-3.442646,-1.220356,-1.064839,0.168788,-1.963047,1.449033,-0.848148,-0.0772,0.88533,1.423424,Inactive
-0.011253,-2.517764,-3.911877,0.596232,-1.137663,-1.128529,-0.805992,0.238514,-1.088435,0.362405,-0.079,0.728867,Inactive
-4.740329,-2.831256,-3.069186,-0.765728,-0.412596,-0.977767,1.020245,-0.667082,0.802261,-0.289824,-0.267815,0.015323,Inactive
2.575901,5.839904,-2.412843,-1.657293,1.832264,1.69167,0.132129,-3.024879,0.476383,-0.157068,-0.726767,0.14316,Inactive
-0.736666,3.471566,0.340131,2.040278,0.523885,0.593527,-0.94142,1.16614,0.608422,0.055507,-0.210742,-0.598058,Inactive
-0.492824,4.531229,-0.922776,1.29847,-1.456623,-0.14163,-1.309066,0.807187,-0.451541,-0.630915,-0.966453,0.550329,Inactive
-0.747772,3.759647,0.649614,1.922542,0.603602,0.083072,-0.317788,1.152055,1.205016,-0.418336,-0.067675,-0.609464,Inactive
-0.858399,5.941378,0.006036,1.241525,-2.232533,-1.488151,-0.603904,0.936179,0.938647,-0.555653,-0.749595,0.185665,Inactive
-0.340676,4.04248,-1.60857,0.396842,-0.85262,-0.557719,-0.500803,0.92324,-0.334705,-0.16733,-0.272813,-0.036538,Inactive
-0.62794,3.546219,0.153396,1.965366,0.649364,0.301669,-0.586783,1.282175,1.049011,-0.083472,-0.081342,-0.430346,Inactive
-0.244383,4.235688,-1.538683,0.255695,-0.758036,-0.993828,-0.176175,0.903142,0.037116,-0.282359,-0.113353,0.123699,Inactive
-0.813174,3.722743,1.265373,0.580794,0.109996,-0.471338,-0.263853,0.863744,0.729956,-0.62671,-0.556197,-0.672795,Inactive
0.011515,4.167276,-1.768088,0.21476,-0.483918,-1.005865,-0.087187,1.162247,0.087498,-0.316875,-0.159324,0.232791,Inactive
0.030792,4.201031,-1.731004,0.279976,-0.475376,-1.010142,-0.204672,1.170648,0.134037,-0.295584,-0.304117,0.428722,Inactive
-1.841115,3.507803,0.640685,2.02688,-0.306191,-0.09605,-0.505218,0.536677,1.303335,-0.044761,0.235947,-0.674783,Inactive
-0.677467,2.222998,-4.151937,-0.21974,0.693252,0.539266,0.617845,0.751264,-0.369301,-1.323502,-0.600556,-0.007349,Inactive
-2.214194,3.141632,-2.121908,0.266977,-0.329984,-0.447259,0.2096,-0.650832,-0.486971,-1.04666,0.515111,0.623955,Inactive
-5.50024,-2.300943,-2.610804,0.030487,-1.137783,0.666684,0.059469,-1.149699,-0.13311,-0.290041,-0.577325,-1.019436,Inactive
-0.220597,2.515858,-3.97066,-0.090518,1.094924,0.400129,0.24718,0.841251,-0.372412,-1.287026,-1.035743,0.70124,Inactive
1.758152,-2.403228,-0.917962,1.767404,0.796693,0.705514,-0.448533,-0.081633,0.094398,-1.373966,-0.381052,-0.422646,Inactive
2.498065,-3.9145,-0.827799,-0.835359,0.014077,0.625491,-1.241234,-1.741584,0.235907,-0.383667,-0.33677,-0.196371,Inactive
-1.569785,3.864917,-1.547223,0.689178,-2.340665,-0.215199,0.249707,0.395829,-0.961468,0.800189,0.512925,0.17918,Inactive
0.144968,3.902067,0.07735,1.831839,0.765176,1.254411,0.041559,1.137106,0.071416,0.938224,0.199694,-0.121506,Inactive
-0.075561,4.498783,-1.183912,1.068522,-1.136974,0.828637,0.514226,0.425023,-1.188912,-0.690313,0.246581,0.301737,Inactive
-0.329568,3.876757,-1.669023,0.897534,-1.006654,0.944283,0.524937,0.687656,-1.545588,-0.368968,0.467694,0.056891,Inactive
-1.833242,3.46203,0.608666,2.277047,-0.579335,0.782292,-0.090824,0.536398,0.183741,0.962835,0.509273,-0.221591,Inactive
0.782943,4.469059,-2.407568,-0.106442,-0.105078,-0.749787,-0.15011,0.999577,-0.243371,0.290642,0.170619,0.06703,Inactive
0.745548,4.194197,-0.328214,1.554058,1.806596,0.248631,-0.577691,1.187761,0.781047,0.462676,0.23028,-0.27205,Inactive
0.397178,4.452419,-2.294824,0.3215,-0.72211,-0.251623,-0.576635,0.771739,-0.277622,0.284255,-0.075006,0.088234,Inactive
-5.130039,1.525632,0.186928,1.779742,0.056816,-0.705112,0.414827,0.955119,0.83477,-0.812606,0.366524,-0.35925,Inactive
-4.939758,1.928655,-0.716717,0.831955,-0.414082,-1.682325,0.866309,0.68738,0.699935,-0.721545,0.593072,0.067232,Inactive
1.970115,-2.408919,-1.161947,1.383569,1.052513,0.202266,0.148315,0.079834,0.600199,-1.488511,-0.17801,-0.349099,Inactive
2.714681,-1.927912,-0.591824,1.460324,0.533584,0.582222,-0.915867,0.218845,0.595358,-0.442183,-0.783724,-0.765189,Inactive
-5.232738,-2.112482,-2.517437,-0.000212,-1.201039,-0.022656,-0.509571,-0.72909,0.385916,0.72362,-1.127483,-0.342052,Inactive
-5.30692,-1.496817,-0.469677,1.395055,-0.992619,0.195069,-0.361619,-0.832534,1.225253,0.636831,0.446598,-0.621977,Inactive
-5.409034,-1.220002,-1.293027,0.995314,-2.013543,0.282994,-1.057497,-1.226101,-0.219332,0.681815,0.058308,-0.313973,Inactive
-5.775773,-0.698624,-0.855344,-0.259073,-1.952637,0.942084,-1.51098,-0.100133,0.343205,-0.030009,0.845301,0.246951,Inactive
-5.279014,-2.102349,-2.465801,0.068029,-1.27828,0.081953,-0.592261,-0.769147,0.238345,0.704093,-1.106666,-0.435327,Inactive
-5.395843,-1.829886,-2.095966,0.372214,-1.382219,0.374319,-0.025677,-1.202494,0.32628,-0.703161,-0.865851,-0.461692,Inactive
-5.009675,-1.672201,-2.11259,0.243291,-1.145986,-0.496954,-0.377799,-0.585939,1.160886,0.262013,-1.500845,0.416057,Inactive
-5.435163,-1.325146,-0.139171,1.846609,-1.236802,0.493044,-0.97335,-0.965327,0.9208,0.563711,0.081958,-0.307127,Inactive
-5.218097,-1.76876,-2.052728,0.42342,-1.456518,0.048663,-0.755113,-0.726423,0.433083,0.31416,-1.455502,-0.076491,Inactive
-5.45591,-1.457047,-0.224737,0.647289,-1.170912,0.203315,0.267499,-1.390985,0.712166,-0.695774,0.512382,-0.704148,Inactive
-5.299565,-1.343543,-0.358697,1.515875,-1.041723,0.113831,-0.462232,-0.854626,1.29267,0.482594,0.303533,-0.339306,Inactive
-5.614937,-1.800907,-2.340118,-1.399756,-0.98932,0.682286,-1.071245,0.360083,0.762469,0.346787,-0.266652,0.241129,Inactive
-5.309258,-2.337845,-1.452602,0.808726,-0.483201,0.39169,-0.414087,-0.465173,1.243844,0.620586,-0.967705,-0.694534,Inactive
-4.992585,-2.122736,-2.721138,-0.310596,-0.866608,-0.506681,-0.024939,-0.53812,0.964779,0.686278,-1.067664,-0.087817,Inactive
0.409544,0.202421,3.434187,-0.562638,1.301918,-0.510503,-0.14318,-0.683076,-0.826225,-0.835742,-0.867598,-1.780244,Inactive
0.756737,0.304354,3.165228,-1.051887,1.771507,-1.387775,0.712888,-0.418301,0.146261,-1.097327,-0.714702,-1.341885,Inactive
-4.06468,2.918866,0.947135,1.024565,0.683014,-0.252896,0.586486,-1.18739,0.963927,-1.580934,0.257011,-0.217541,Inactive
-4.033988,-1.787672,-0.615408,1.661946,0.588819,-0.366817,-0.081886,0.228404,0.117672,-1.339327,-1.087636,0.299979,Inactive
-3.762747,-0.769723,0.405755,2.273197,0.03284,-1.095837,-0.653663,0.366999,0.377279,-0.426288,-0.273686,0.956181,Inactive
-4.094285,-0.730054,0.717808,2.531664,-0.540332,-0.498271,-0.747671,0.173894,-0.262125,-0.674172,0.037879,-0.040846,Inactive
-4.132157,-1.982231,-0.763651,1.565565,0.461914,-0.07307,-0.001779,0.200624,-0.289932,-1.291578,-0.79972,-0.333737,Inactive
-3.704187,-0.96142,0.001958,1.692448,0.47418,-1.27065,0.949512,0.106444,0.758042,-1.541316,0.795206,0.277244,Inactive
-3.926952,-0.750589,1.343678,1.457945,0.215364,-1.365333,0.522479,-0.154158,0.670961,-1.808102,0.051752,0.539637,Inactive
-3.80465,-1.924488,-0.902981,1.207958,0.589957,-0.872791,-0.098657,0.723195,0.222711,-0.207425,-0.957988,-0.157265,Inactive
-4.377331,-1.417004,-0.521119,-0.058739,0.637435,0.050161,-1.081396,1.798755,0.600248,-0.693946,-0.287125,0.776471,Inactive
-3.99805,-1.908243,-0.807844,1.462764,0.638418,-0.387784,0.214651,0.297041,0.084735,-1.393545,-0.843936,-0.034681,Inactive
-4.566573,-1.518731,-0.491033,0.131137,0.679126,0.683756,-0.745274,1.368924,0.206435,-1.759514,-0.016018,0.54578,Inactive
-3.777096,-0.873594,0.797596,1.898703,-0.046515,-0.561602,1.219769,0.055962,0.153758,-0.956793,0.287163,1.210318,Inactive
1.782873,-0.499868,1.707217,1.50225,-1.329848,0.85075,0.890112,-0.178481,-1.45563,0.418543,-0.009656,0.439768,Inactive
1.178752,0.270982,1.59223,-0.568187,-0.489174,1.267718,-0.932959,1.132348,-0.373112,-0.486429,1.075157,0.966393,Inactive
3.774982,-1.475413,-1.490588,0.182263,-3.123216,0.167349,-1.310966,-0.130648,-2.240083,1.231412,0.616904,0.180924,Inactive
-3.628883,-2.215203,-1.451502,0.690032,1.358034,-1.203805,1.068198,0.535005,0.872533,-1.167634,-0.458523,0.256582,Inactive
