@relation 'unbalanced_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A33-M8'

@attribute '-0.271WBN_LP_H_1.00-0.265WBN_LP_H_0.75+0.262WBN_EN_L_1.00+0.25 WBN_GC_L_1.00+0.25 WBN_EN_L_0.75-0.249WBN_GC_H_1.00-0.245WBN_LP_H_0.50-0.239WBN_EN_H_1.00+0.233WBN_LP_L_1.00+0.228WBN_EN_L_0.50-0.222WBN_EN_H_0.75+0.213WBN_LP_L_0.75+0.208WBN_GC_L_0.75-0.207WBN_GC_H_0.75+0.196WBN_EN_L_0.25-0.178WBN_EN_H_0.50+0.173WBN_LP_L_0.50-0.129WBN_LP_H_0.25-0.125WBN_GC_H_0.50-0.113WBN_EN_H_0.25-0.11XLogP-0.106MW+0.084WBN_LP_L_0.25+0.079NumHBD+0.062WBN_GC_L_0.50-0.062WBN_GC_H_0.25+0.05 BadGroup+0.048NumHBA-0.03PSA-0.029NumRot-0.024BBB+0.022WBN_GC_L_0.25' numeric
@attribute '-0.351WBN_LP_L_0.25-0.317WBN_LP_L_0.50+0.278PSA-0.257WBN_LP_L_0.75-0.246BBB+0.227WBN_EN_L_0.25+0.227WBN_EN_H_0.75-0.215WBN_LP_L_1.00-0.203XLogP+0.203WBN_EN_H_1.00+0.201WBN_EN_L_0.50+0.172NumHBA+0.167WBN_GC_L_0.25+0.166WBN_GC_L_0.50+0.166WBN_EN_H_0.50+0.166WBN_EN_L_0.75+0.147NumRot+0.145NumHBD+0.133WBN_EN_L_1.00-0.131WBN_LP_H_0.25+0.13 MW-0.121WBN_LP_H_0.50-0.092WBN_GC_H_0.50-0.09WBN_LP_H_0.75-0.083WBN_GC_L_1.00-0.079WBN_GC_H_0.25-0.074WBN_GC_H_0.75+0.07 WBN_EN_H_0.25-0.07WBN_LP_H_1.00-0.053WBN_GC_H_1.00+0.053WBN_GC_L_0.75-0.032BadGroup' numeric
@attribute 0.377WBN_GC_H_0.25+0.343WBN_GC_H_0.50+0.324NumHBA-0.303WBN_GC_L_0.25-0.276WBN_GC_L_0.50+0.253WBN_GC_H_0.75-0.25BBB+0.234PSA+0.216MW+0.215BadGroup+0.212NumRot+0.168WBN_GC_H_1.00+0.138NumHBD+0.137WBN_GC_L_1.00-0.12WBN_EN_H_1.00-0.099WBN_LP_H_0.50+0.098WBN_EN_H_0.25-0.095WBN_LP_H_0.75-0.092WBN_EN_H_0.75-0.09WBN_LP_H_1.00-0.075WBN_LP_H_0.25+0.064WBN_LP_L_1.00+0.055WBN_LP_L_0.75-0.05XLogP+0.046WBN_LP_L_0.25+0.043WBN_LP_L_0.50-0.039WBN_GC_L_0.75-0.032WBN_EN_L_0.25+0.025WBN_EN_H_0.50-0.019WBN_EN_L_0.50+0.009WBN_EN_L_1.00-0.004WBN_EN_L_0.75 numeric
@attribute -0.396WBN_EN_H_0.25-0.328WBN_GC_H_0.50-0.327WBN_EN_H_0.50-0.325WBN_GC_H_0.25+0.306NumRot+0.256MW-0.254WBN_GC_L_0.25-0.251WBN_GC_L_0.50-0.227WBN_GC_H_0.75+0.171NumHBA-0.164WBN_GC_L_0.75-0.137WBN_GC_H_1.00-0.122WBN_EN_L_0.25+0.118PSA-0.117BBB-0.113WBN_EN_H_0.75-0.112WBN_EN_L_0.50-0.099WBN_EN_L_0.75-0.089WBN_EN_L_1.00-0.079WBN_GC_L_1.00-0.055WBN_LP_L_1.00-0.052WBN_LP_L_0.75+0.049WBN_LP_H_1.00+0.049WBN_LP_H_0.75-0.045WBN_LP_L_0.50+0.042WBN_LP_H_0.50-0.031NumHBD-0.029WBN_LP_L_0.25-0.028WBN_EN_H_1.00+0.026XLogP-0.017BadGroup-0.011WBN_LP_H_0.25 numeric
@attribute -0.41WBN_LP_H_0.25-0.349WBN_GC_L_0.75-0.347WBN_GC_L_0.50-0.313WBN_GC_L_0.25-0.252WBN_LP_H_0.50-0.233NumHBD-0.226MW-0.217PSA-0.207NumHBA-0.194BadGroup-0.182WBN_GC_L_1.00-0.162WBN_LP_H_0.75-0.134WBN_LP_L_0.75-0.133XLogP-0.131WBN_LP_L_1.00-0.124WBN_LP_H_1.00-0.122WBN_LP_L_0.50+0.115WBN_EN_L_0.25-0.098NumRot+0.098BBB+0.078WBN_EN_L_0.50-0.07WBN_LP_L_0.25+0.048WBN_EN_L_0.75+0.047WBN_GC_H_0.50+0.038WBN_EN_H_0.25+0.035WBN_GC_H_0.75+0.032WBN_GC_H_0.25+0.024WBN_EN_L_1.00+0.024WBN_GC_H_1.00+0.018WBN_EN_H_0.50-0.01WBN_EN_H_0.75-0.008WBN_EN_H_1.00 numeric
@attribute '0.398XLogP+0.352BadGroup-0.309NumHBD+0.284WBN_LP_H_0.25+0.271WBN_EN_H_0.25+0.251WBN_EN_H_0.50+0.211MW-0.203PSA-0.188WBN_GC_L_0.25+0.187WBN_EN_L_0.75+0.187WBN_EN_L_0.50-0.181WBN_GC_L_0.50+0.18 WBN_EN_L_1.00+0.172WBN_EN_L_0.25+0.134WBN_EN_H_0.75-0.134WBN_GC_H_0.75-0.124WBN_GC_H_1.00+0.12 BBB-0.114WBN_GC_H_0.50+0.097NumRot-0.083WBN_GC_L_0.75+0.075NumHBA-0.075WBN_GC_H_0.25+0.067WBN_EN_H_1.00+0.056WBN_LP_H_0.50-0.048WBN_LP_L_0.25+0.037WBN_LP_L_1.00-0.036WBN_LP_H_1.00+0.019WBN_LP_L_0.75+0.017WBN_GC_L_1.00-0.014WBN_LP_H_0.75-0.008WBN_LP_L_0.50' numeric
@attribute '0.594BadGroup-0.451NumRot-0.263WBN_EN_H_0.25-0.246XLogP-0.24NumHBD+0.203WBN_LP_H_0.25-0.2MW-0.193WBN_EN_H_0.50+0.154NumHBA-0.153WBN_LP_L_0.50-0.149WBN_LP_L_0.25-0.145WBN_LP_L_0.75-0.132WBN_LP_L_1.00-0.087BBB+0.075WBN_GC_H_1.00+0.071WBN_GC_H_0.75-0.051WBN_EN_H_0.75-0.041WBN_LP_H_1.00-0.036WBN_LP_H_0.75-0.036WBN_EN_L_1.00-0.034PSA-0.031WBN_EN_L_0.75+0.03 WBN_GC_H_0.50-0.023WBN_EN_L_0.50-0.018WBN_GC_H_0.25-0.014WBN_EN_H_1.00+0.013WBN_GC_L_0.75+0.012WBN_GC_L_0.50+0.006WBN_LP_H_0.50+0.006WBN_GC_L_1.00+0.001WBN_GC_L_0.25+0.001WBN_EN_L_0.25' numeric
@attribute '0.389NumHBD-0.362WBN_EN_L_0.25+0.359WBN_EN_H_0.25-0.271WBN_EN_L_0.50-0.213PSA-0.209WBN_LP_L_0.25-0.198WBN_GC_H_0.75-0.196WBN_GC_H_1.00+0.192WBN_EN_H_0.50-0.191WBN_EN_L_0.75-0.174WBN_LP_H_1.00-0.155WBN_EN_H_1.00-0.15WBN_GC_H_0.50-0.149WBN_LP_H_0.75-0.138WBN_EN_L_1.00+0.137BBB-0.137WBN_LP_L_0.50+0.135NumHBA-0.113WBN_GC_L_0.25-0.112MW+0.11 WBN_GC_L_1.00-0.104WBN_LP_L_0.75+0.097BadGroup-0.087WBN_LP_H_0.50+0.086WBN_GC_L_0.75-0.082WBN_LP_L_1.00-0.072WBN_EN_H_0.75-0.07XLogP-0.063WBN_GC_L_0.50-0.059WBN_GC_H_0.25-0.049NumRot+0.039WBN_LP_H_0.25' numeric
@attribute Outcome {Active,Inactive}

@data
-3.900971,1.459821,2.881115,2.415486,-1.004747,-0.937608,-1.69719,-0.266127,Inactive
-3.685244,0.871627,0.990044,2.659312,-0.242635,-0.587567,-1.448261,-0.198977,Inactive
-3.432245,0.934205,0.910057,2.49594,0.057734,-0.97753,-1.185896,-0.031135,Inactive
-3.696057,0.83997,0.988715,2.659137,-0.246741,-0.514681,-1.505424,-0.211296,Inactive
-3.517188,0.850011,0.891677,2.485623,-0.044042,-0.784841,-1.196727,-0.087647,Inactive
-2.994308,1.656914,0.112286,1.622153,-1.36692,-1.706356,-0.992185,-0.088361,Inactive
-3.405934,1.285459,1.273312,2.699537,-0.134468,-1.154839,-1.042541,-0.032825,Inactive
-3.253295,1.387476,-0.302551,1.516681,-1.71382,-1.192571,-1.578724,-0.342809,Inactive
-3.424786,1.297689,-0.357872,1.433796,-1.858482,-1.044843,-1.429852,-0.437465,Inactive
-3.259578,1.312718,-0.410546,1.348163,-1.685626,-1.231462,-1.303331,-0.331627,Inactive
-3.185707,1.796075,0.381765,2.041144,-1.677521,-1.385033,-1.603401,-0.251571,Inactive
-3.792826,0.80196,1.016479,2.784868,-0.10497,-0.116307,-1.006331,-0.577541,Inactive
-3.656009,0.962399,1.074768,2.757585,-0.237373,-0.631163,-1.555633,-0.193826,Inactive
-3.326134,1.087943,-0.687019,1.256781,-1.308621,-0.955638,-0.783942,-0.695081,Inactive
1.862393,-2.395137,0.682805,-1.1645,-1.729756,1.182867,1.309298,-0.561876,Inactive
-1.127135,-2.987906,-1.253165,1.040316,0.803784,-0.728636,-0.234825,0.422836,Inactive
-0.749823,3.442475,0.28628,1.952464,0.583598,0.411277,-0.715763,1.255445,Inactive
-0.409308,4.089167,-1.571155,0.633988,-1.009239,-0.504406,-0.614378,0.987791,Inactive
-0.700868,3.501902,0.274257,2.009045,0.659829,0.331052,-0.659532,1.303248,Inactive
-0.1523,4.050065,-1.717912,0.35513,-0.655571,-0.720561,-0.303217,1.133071,Inactive
-0.456601,3.951249,-1.627917,0.388903,-0.953245,-0.515904,-0.384465,0.953173,Inactive
-0.017713,-2.512278,-3.879393,0.696483,-1.171741,-1.04054,-0.989257,0.226715,Inactive
0.273178,-0.80336,-2.585483,1.185265,-1.443746,-2.23023,0.068176,0.189972,Inactive
0.281793,-1.538728,-3.022515,1.244768,-1.397992,-1.653512,-0.625766,0.096742,Inactive
-0.340795,-2.526647,-1.783789,2.376728,0.901897,-0.865164,-0.549182,0.234593,Inactive
0.31771,-1.287169,-2.356605,1.735473,-1.301466,-1.699576,-0.583605,0.206892,Inactive
0.104868,-2.735005,-4.326758,0.787421,-0.661884,-0.717184,-0.462954,0.028838,Inactive
-0.379165,-2.526653,-1.468411,2.194832,-0.120707,-0.435374,-0.826563,0.134732,Inactive
-0.8816,-1.987191,-3.442646,-1.220356,-1.064839,0.168788,-1.963047,1.449033,Inactive
-0.011253,-2.517764,-3.911877,0.596232,-1.137663,-1.128529,-0.805992,0.238514,Inactive
-4.740329,-2.831256,-3.069186,-0.765728,-0.412596,-0.977767,1.020245,-0.667082,Inactive
2.575901,5.839904,-2.412843,-1.657293,1.832264,1.69167,0.132129,-3.024879,Inactive
-0.736666,3.471566,0.340131,2.040278,0.523885,0.593527,-0.94142,1.16614,Inactive
-0.492824,4.531229,-0.922776,1.29847,-1.456623,-0.14163,-1.309066,0.807187,Inactive
-0.747772,3.759647,0.649614,1.922542,0.603602,0.083072,-0.317788,1.152055,Inactive
-0.858399,5.941378,0.006036,1.241525,-2.232533,-1.488151,-0.603904,0.936179,Inactive
-0.340676,4.04248,-1.60857,0.396842,-0.85262,-0.557719,-0.500803,0.92324,Inactive
-0.62794,3.546219,0.153396,1.965366,0.649364,0.301669,-0.586783,1.282175,Inactive
-0.244383,4.235688,-1.538683,0.255695,-0.758036,-0.993828,-0.176175,0.903142,Inactive
-0.813174,3.722743,1.265373,0.580794,0.109996,-0.471338,-0.263853,0.863744,Inactive
0.011515,4.167276,-1.768088,0.21476,-0.483918,-1.005865,-0.087187,1.162247,Inactive
0.030792,4.201031,-1.731004,0.279976,-0.475376,-1.010142,-0.204672,1.170648,Inactive
-1.841115,3.507803,0.640685,2.02688,-0.306191,-0.09605,-0.505218,0.536677,Inactive
-0.677467,2.222998,-4.151937,-0.21974,0.693252,0.539266,0.617845,0.751264,Inactive
-2.214194,3.141632,-2.121908,0.266977,-0.329984,-0.447259,0.2096,-0.650832,Inactive
-5.50024,-2.300943,-2.610804,0.030487,-1.137783,0.666684,0.059469,-1.149699,Inactive
-0.220597,2.515858,-3.97066,-0.090518,1.094924,0.400129,0.24718,0.841251,Inactive
1.758152,-2.403228,-0.917962,1.767404,0.796693,0.705514,-0.448533,-0.081633,Inactive
2.498065,-3.9145,-0.827799,-0.835359,0.014077,0.625491,-1.241234,-1.741584,Inactive
-1.569785,3.864917,-1.547223,0.689178,-2.340665,-0.215199,0.249707,0.395829,Inactive
0.144968,3.902067,0.07735,1.831839,0.765176,1.254411,0.041559,1.137106,Inactive
-0.075561,4.498783,-1.183912,1.068522,-1.136974,0.828637,0.514226,0.425023,Inactive
-0.329568,3.876757,-1.669023,0.897534,-1.006654,0.944283,0.524937,0.687656,Inactive
-1.833242,3.46203,0.608666,2.277047,-0.579335,0.782292,-0.090824,0.536398,Inactive
0.782943,4.469059,-2.407568,-0.106442,-0.105078,-0.749787,-0.15011,0.999577,Inactive
0.745548,4.194197,-0.328214,1.554058,1.806596,0.248631,-0.577691,1.187761,Inactive
0.397178,4.452419,-2.294824,0.3215,-0.72211,-0.251623,-0.576635,0.771739,Inactive
-5.130039,1.525632,0.186928,1.779742,0.056816,-0.705112,0.414827,0.955119,Inactive
-4.939758,1.928655,-0.716717,0.831955,-0.414082,-1.682325,0.866309,0.68738,Inactive
1.970115,-2.408919,-1.161947,1.383569,1.052513,0.202266,0.148315,0.079834,Inactive
2.714681,-1.927912,-0.591824,1.460324,0.533584,0.582222,-0.915867,0.218845,Inactive
-5.232738,-2.112482,-2.517437,-0.000212,-1.201039,-0.022656,-0.509571,-0.72909,Inactive
-5.30692,-1.496817,-0.469677,1.395055,-0.992619,0.195069,-0.361619,-0.832534,Inactive
-5.409034,-1.220002,-1.293027,0.995314,-2.013543,0.282994,-1.057497,-1.226101,Inactive
-5.775773,-0.698624,-0.855344,-0.259073,-1.952637,0.942084,-1.51098,-0.100133,Inactive
-5.279014,-2.102349,-2.465801,0.068029,-1.27828,0.081953,-0.592261,-0.769147,Inactive
-5.395843,-1.829886,-2.095966,0.372214,-1.382219,0.374319,-0.025677,-1.202494,Inactive
-5.009675,-1.672201,-2.11259,0.243291,-1.145986,-0.496954,-0.377799,-0.585939,Inactive
-5.435163,-1.325146,-0.139171,1.846609,-1.236802,0.493044,-0.97335,-0.965327,Inactive
-5.218097,-1.76876,-2.052728,0.42342,-1.456518,0.048663,-0.755113,-0.726423,Inactive
-5.45591,-1.457047,-0.224737,0.647289,-1.170912,0.203315,0.267499,-1.390985,Inactive
-5.299565,-1.343543,-0.358697,1.515875,-1.041723,0.113831,-0.462232,-0.854626,Inactive
-5.614937,-1.800907,-2.340118,-1.399756,-0.98932,0.682286,-1.071245,0.360083,Inactive
-5.309258,-2.337845,-1.452602,0.808726,-0.483201,0.39169,-0.414087,-0.465173,Inactive
-4.992585,-2.122736,-2.721138,-0.310596,-0.866608,-0.506681,-0.024939,-0.53812,Inactive
0.409544,0.202421,3.434187,-0.562638,1.301918,-0.510503,-0.14318,-0.683076,Inactive
0.756737,0.304354,3.165228,-1.051887,1.771507,-1.387775,0.712888,-0.418301,Inactive
-4.06468,2.918866,0.947135,1.024565,0.683014,-0.252896,0.586486,-1.18739,Inactive
-4.033988,-1.787672,-0.615408,1.661946,0.588819,-0.366817,-0.081886,0.228404,Inactive
-3.762747,-0.769723,0.405755,2.273197,0.03284,-1.095837,-0.653663,0.366999,Inactive
-4.094285,-0.730054,0.717808,2.531664,-0.540332,-0.498271,-0.747671,0.173894,Inactive
-4.132157,-1.982231,-0.763651,1.565565,0.461914,-0.07307,-0.001779,0.200624,Inactive
-3.704187,-0.96142,0.001958,1.692448,0.47418,-1.27065,0.949512,0.106444,Inactive
-3.926952,-0.750589,1.343678,1.457945,0.215364,-1.365333,0.522479,-0.154158,Inactive
-3.80465,-1.924488,-0.902981,1.207958,0.589957,-0.872791,-0.098657,0.723195,Inactive
-4.377331,-1.417004,-0.521119,-0.058739,0.637435,0.050161,-1.081396,1.798755,Inactive
-3.99805,-1.908243,-0.807844,1.462764,0.638418,-0.387784,0.214651,0.297041,Inactive
-4.566573,-1.518731,-0.491033,0.131137,0.679126,0.683756,-0.745274,1.368924,Inactive
-3.777096,-0.873594,0.797596,1.898703,-0.046515,-0.561602,1.219769,0.055962,Inactive
1.782873,-0.499868,1.707217,1.50225,-1.329848,0.85075,0.890112,-0.178481,Inactive
1.178752,0.270982,1.59223,-0.568187,-0.489174,1.267718,-0.932959,1.132348,Inactive
3.774982,-1.475413,-1.490588,0.182263,-3.123216,0.167349,-1.310966,-0.130648,Inactive
-3.628883,-2.215203,-1.451502,0.690032,1.358034,-1.203805,1.068198,0.535005,Inactive
2.041991,-3.131131,-0.844692,2.050478,0.829811,0.870564,-1.326835,-0.505552,Inactive
1.318319,-1.792267,1.019602,1.762203,0.789002,-0.446546,-0.340843,-0.995546,Inactive
2.125054,-3.128254,-0.934962,1.89538,0.959252,0.649694,-1.048121,-0.436362,Inactive
1.724914,-0.04328,1.912068,1.952344,0.581544,-0.582471,-0.655616,-0.115623,Inactive
0.691182,-0.305027,1.393891,0.795536,-2.084803,1.391592,0.735133,0.336725,Inactive
1.753726,-0.486885,1.420651,1.652468,0.597341,-0.262076,-0.532322,-0.102615,Inactive
1.625405,0.319786,2.820373,1.721172,-0.590819,-1.004393,0.41458,0.390152,Inactive
2.030387,-0.39224,1.669818,1.288162,-1.024231,0.367473,1.545482,0.17192,Inactive
1.915102,0.338053,2.614713,2.138326,0.207618,-0.429064,0.361366,0.08207,Inactive
0.895848,-0.812252,1.196069,1.624356,-1.254188,-0.050223,0.347516,0.016053,Inactive
1.539676,-0.446981,1.523281,1.577016,-0.254718,0.276189,0.153383,-0.207947,Inactive
1.871849,0.056635,2.318968,1.763558,-0.539017,-0.366048,0.082911,0.320272,Inactive
1.295313,0.358315,1.674708,-0.575737,-0.381304,1.122122,-0.641841,1.372666,Inactive
1.972225,-0.37508,1.386488,1.352732,-0.699005,-0.015364,0.418591,-0.005784,Inactive
0.853038,-1.2109,0.794704,1.373561,-1.064282,0.153775,0.311308,0.0127,Inactive
2.072127,-0.018852,2.22524,1.996128,0.161388,-0.090013,0.22275,0.082145,Inactive
1.619601,0.286864,2.713538,1.890277,0.409444,-0.656922,0.502765,0.007024,Inactive
2.221182,0.508533,2.726318,1.652866,-0.194302,-1.216093,0.526073,0.573122,Inactive
2.559102,-0.023201,1.533744,0.889122,-0.285244,-1.12378,0.670837,0.650117,Inactive
1.838659,-0.487442,1.298273,1.470122,0.667834,-0.464333,-0.275421,-0.04406,Inactive
2.384406,-0.037204,1.273055,1.023928,0.009053,-1.429716,-0.318283,0.446721,Inactive
1.913508,-0.496419,1.283401,1.464239,0.628377,-0.441131,-0.291113,-0.057827,Inactive
2.142066,-0.036099,2.129286,1.843321,0.275285,-0.272015,0.478211,0.143313,Inactive
1.993463,-0.438645,1.328181,1.508811,0.773758,-0.598433,-0.29098,0.005528,Inactive
1.099935,-0.116841,0.88012,-0.912155,0.201683,0.860866,-1.307896,1.218922,Inactive
2.090712,0.005548,2.200227,1.966007,0.122044,-0.127717,0.234467,0.082999,Inactive
2.005084,-0.055088,2.248495,2.045783,0.075657,0.069594,0.111719,0.033835,Inactive
2.202612,-0.033933,2.00671,1.663751,0.357784,-0.481923,0.738111,0.203333,Inactive
1.786303,-0.472916,1.503279,1.794572,0.433697,-0.066294,-0.795799,-0.176177,Inactive
1.548877,-0.549629,1.64979,1.698519,-0.202185,0.374527,0.22056,-0.151404,Inactive
1.555954,0.640809,3.132124,2.562005,-0.591024,0.036851,-0.440525,-0.404917,Inactive
0.554346,0.008613,2.085667,1.121125,-2.890835,1.961005,1.115966,0.185248,Inactive
2.213491,-2.405821,-1.036203,1.496369,0.916444,0.573403,-0.202607,-0.051244,Inactive
-3.798342,3.41782,1.499048,0.80318,0.063877,-0.370707,1.751907,-1.085528,Inactive
-4.061546,3.086187,1.135323,1.091065,0.474565,-0.2701,0.793849,-1.161545,Inactive
1.371247,-1.604234,0.599033,-0.844683,-1.781923,1.548809,0.795237,0.777046,Inactive
0.78662,-0.957725,1.892899,0.290011,-1.444649,1.678771,0.79978,0.261842,Inactive
-3.779126,3.516188,-0.38565,-0.21069,-0.457139,-1.153117,0.990193,-1.424893,Inactive
-4.53345,-1.102386,1.008057,2.368529,-1.607796,1.339521,0.864538,0.217617,Inactive
-4.096258,-1.780118,-0.508897,1.832005,0.490569,-0.17654,-0.338709,0.175239,Inactive
-4.035838,-0.935511,0.354698,2.228049,0.062136,-0.576511,-0.029482,-0.149318,Inactive
-3.969289,-0.951129,0.256708,2.071478,0.172651,-0.759876,0.226035,-0.090539,Inactive
-4.02541,-0.554452,0.895715,2.645602,-0.474318,-0.740374,-0.891086,0.138771,Inactive
-3.807249,-0.962524,0.148231,1.863427,0.095939,-1.220956,-0.070002,0.35584,Inactive
-5.106449,-1.706918,0.330583,-1.116658,0.860161,0.920341,-1.30585,1.229048,Inactive
-3.869302,-0.869734,0.02308,1.780184,0.377237,-1.227023,0.606898,-0.122279,Inactive
2.180606,-1.70763,-0.504463,1.88265,0.011349,0.505347,-0.939303,-0.119002,Inactive
-0.858554,-3.169354,-1.005688,0.639803,1.479737,-0.525131,-0.03314,0.157525,Inactive
-0.933766,0.203619,-3.54137,-0.897574,-0.237286,2.286042,0.146996,1.298918,Inactive
-3.905853,0.496014,0.005919,0.505803,-0.75887,1.353198,0.177089,-2.666553,Inactive
-3.65472,0.327554,0.766801,1.791381,-0.657937,-0.01805,-0.188298,-0.287606,Inactive
-2.933049,-3.712043,-1.347299,-0.72423,1.587346,-1.117792,1.158046,0.258889,Inactive
-2.070857,2.668885,0.555996,0.184231,0.623146,1.167469,-1.105476,1.510321,Inactive
-0.68065,1.057789,0.240787,1.635668,1.0908,-0.243552,0.158008,0.423329,Inactive
2.058913,-0.40146,1.048353,1.00009,0.929802,0.420218,0.940125,-0.318056,Inactive
-5.911554,-1.841295,1.420261,-2.312808,1.712782,0.308693,-1.384959,0.92009,Inactive
-6.024658,-1.894495,1.470507,-2.209493,1.55622,0.582357,-1.578717,0.833747,Inactive
-5.961317,-2.622754,1.140891,-1.805159,1.046436,1.220206,-1.15378,1.092054,Inactive
-5.887714,-1.483544,1.807042,-2.025518,1.539122,0.188054,-1.375771,0.946823,Inactive
1.62049,-1.590999,0.09866,1.838169,-0.050719,0.100822,-0.780895,-0.126929,Inactive
-5.705768,-2.70524,0.755097,-2.422786,1.491074,0.527721,-0.154937,1.324758,Inactive
-5.825965,-0.396148,2.985022,-1.192545,0.991488,-0.19207,-1.603422,0.561135,Inactive
4.170087,0.578885,-0.753042,-0.394007,-2.242828,-1.542487,1.119708,0.234559,Inactive
-1.164512,2.000258,-1.572362,1.360922,0.7842,1.016413,-0.421707,1.325087,Inactive
0.917065,3.073768,2.004298,-0.58146,-3.48029,-6.029419,1.038082,2.386628,Inactive
0.66809,-0.726688,0.767353,1.261868,-2.076465,1.38066,0.761026,1.351157,Inactive
-1.469528,-0.613814,4.494398,-1.786391,0.383544,0.077543,0.847386,-1.732902,Inactive
9.182132,0.142167,0.218818,-2.055105,0.616313,0.39211,-0.100003,-1.556974,Inactive
1.188503,-1.547915,1.117254,0.816145,0.181702,0.061835,0.692293,-0.179416,Inactive
3.24559,-2.536198,0.166974,-0.327893,-1.446826,1.432572,-0.321323,-1.318963,Inactive
-5.760568,-0.995919,2.34329,-1.882999,1.486643,-0.2116,-0.97291,0.687181,Inactive
4.31607,1.045394,6.001365,2.00599,-3.744495,0.45946,-0.960741,0.322485,Inactive
-0.579774,0.356209,2.901156,-0.93413,-0.332142,2.193156,-1.527941,0.881702,Inactive
0.603612,0.547517,1.587964,-2.107623,-4.925901,1.321653,0.301943,1.091105,Inactive
-5.230462,-3.337123,-1.968417,0.723758,1.031306,-0.276988,0.112393,-0.150945,Inactive
-5.781132,-1.540522,1.605147,-2.332005,1.732422,-0.137553,-0.876661,1.055266,Inactive
-5.773668,-1.783581,2.201938,-2.187879,1.042721,1.320419,0.256489,1.189587,Inactive
-5.910751,-0.859517,2.682306,-1.361089,1.189653,0.218541,-1.787289,0.534758,Inactive
0.307129,1.567914,-0.050366,1.013068,1.49753,-1.069691,1.859826,1.409197,Inactive
5.355661,-2.95732,-2.328409,2.698196,1.417493,0.788394,-1.490466,1.029455,Inactive
-2.688527,-3.557642,-1.975243,-1.119604,2.235515,-1.954268,0.964791,0.197875,Inactive
-6.133699,-1.058746,2.362242,-1.633622,0.920354,0.312153,-1.3313,0.487993,Inactive
0.243462,-0.474017,-0.440957,1.664724,0.121511,1.135284,-0.966027,-1.691798,Inactive
-6.641978,-2.769491,0.747796,-1.844367,0.775719,0.507489,-1.282184,1.023733,Inactive
-5.847148,-1.859788,1.324298,-2.467669,1.823485,0.130417,-1.129876,0.979513,Inactive
-0.993889,-1.272738,3.150693,-1.605249,-2.280187,3.531683,-0.039399,0.335971,Inactive
-3.436152,-0.56668,-1.049373,1.175437,-1.626935,-0.238667,-0.702269,0.550516,Inactive
0.132653,-3.564801,-0.771145,0.949583,0.804139,0.512318,-1.461145,-1.012231,Inactive
-5.937622,-2.387907,1.070447,-1.815306,1.405287,0.485651,-1.62257,1.01687,Inactive
-5.791167,-1.231128,2.852296,-1.770617,0.704113,1.255324,0.181937,0.820224,Inactive
0.249092,0.959769,4.743909,-2.77277,-2.026403,1.162607,-1.016163,0.743708,Inactive
-3.707529,0.914864,-2.313638,0.644294,-1.891935,0.049592,1.42516,1.007996,Inactive
-5.232019,-2.037449,0.723339,-3.279339,2.601607,-0.644201,-0.367962,1.19461,Inactive
-2.589711,0.192041,-0.550134,1.67085,-0.6826,2.088057,2.457348,0.199589,Inactive
-3.165321,-3.243838,-1.396531,-0.45769,1.670483,-1.50706,0.433715,0.059475,Inactive
-5.802736,-2.355311,0.955405,-2.024687,1.613132,0.123643,-1.245206,1.126838,Inactive
-3.116221,-2.916397,-1.068084,-0.290796,1.514214,-1.708285,0.602389,0.078404,Inactive
-3.163528,-3.237052,-1.395168,-0.458965,1.674467,-1.519354,0.441234,0.061375,Inactive
-5.854844,-2.379788,0.98185,-1.973181,1.537112,0.255929,-1.338651,1.086497,Inactive
-5.923177,-1.853577,1.416427,-2.311659,1.704029,0.333221,-1.401542,0.912451,Inactive
6.196378,-0.054902,0.18436,-1.643563,-0.690029,0.126038,-0.151287,-0.796947,Inactive
4.439903,-2.470302,-1.954336,0.272504,2.418583,0.221377,0.183665,0.110571,Inactive
-5.015842,-1.61367,0.943883,-2.737257,2.161245,-1.39585,-0.199448,0.689686,Inactive
2.088857,-0.940407,-2.863907,0.864229,-0.658857,1.03537,-0.301233,1.455697,Inactive
-3.615146,-0.770854,0.226062,1.948851,0.25171,-1.532676,-0.119451,0.460975,Inactive
0.450053,0.290923,0.472309,-5.66263,-0.366789,0.02118,0.727125,1.252289,Inactive
1.535282,-0.561612,0.065262,-3.968285,-0.406575,-1.558914,2.269639,-0.033593,Inactive
2.619797,0.008523,2.290052,0.96673,0.762363,-1.275558,0.883745,0.754679,Inactive
3.020319,-0.345456,1.805665,0.931326,0.795593,-0.861462,0.611192,0.763013,Inactive
1.451398,0.586398,3.103534,2.462714,0.001273,-0.309625,-0.200913,-0.268767,Inactive
3.075014,-1.259056,0.354148,0.304347,2.368182,-1.020391,0.837582,-0.414529,Inactive
2.033581,-0.079068,1.68077,1.562508,-0.691192,0.010423,0.049655,-0.159877,Inactive
-0.113568,-0.954001,2.683611,0.657084,-2.589197,1.995845,1.003405,0.391438,Inactive
1.662498,0.301215,2.661865,1.992081,0.495554,-0.594994,0.417236,0.078819,Inactive
4.680178,0.60054,0.047437,-0.042739,-1.91205,-2.121986,0.236664,0.527915,Inactive
3.863731,0.608766,-1.20792,0.812413,-2.319376,-0.645748,-1.497971,0.314786,Inactive
